sentence_index	sentence
178	ihf yuw kaen geht paest dhah fantastical ae spehkts ahnd hhaarsh riy ae lah tiyz ahv `` dhah ayl '' yuw 'll geht ah sock-you-in-the-eye flihk dhaet ihz ah vih zhah wahl tour-de-force ahnd ah stao riy dhaet ihz ahn layk eh niy yuw wihl layk liy siy eh niy wehr ehls .
179	dhehr aar aez meh niy mih sahz aez hhihts , baht ahl tah maht liy , iht fayndz hhyuw mer ihn dhah foy bahlz ahv hhyuw mahn bih hhey vyer , ahnd iht ehs ah wehl kahm rih tern tuw dhah ruwts ahv ah zhaa nrah dhaet shuhd dih pehnd aan ser pray zihz .
180	ah well-made thrih ler wihdh ah ser tahn leh vahl ahv ihn teh lah jhahns ahnd non-reactionary mer ae lah tiy .
181	dhehr ehs ih nahf say ahns tuw meyk iht kawnt aez eh jhah key shah nahl , ahnd ih nahf byuw tiy tuw meyk iht ahn fer geh tah bahl .
182	rih meynz ah saa lahd , ihf sahm waht heavy-handed , ah kawnt ahv dhah near-disaster ... dahn ahp bay hhaw erd wihdh ah steh diy , ihf naat veh riy ih mae jhah nah tihv , hhaend .
183	makmalbaf faa lowz ah reh sah luwt liy riy ah lih stihk paeth ihn dhihs ahn kaam prah may zihng ihn sayt ihn tuw dhah hhaarsh ehg zih stahns ahv dhah ker dihsh reh fyuw jhiyz ahv ih raan ehs borderlands .
184	faor ah guhd chahngk ahv ihts rah nihng taym , traept ihz aen ih fehk tihv ahnd klao strah fow bihk thrih ler .
185	mowst ahv krahsh ihz ah kleh ver ahnd kaep tih vey tihng row maen tihk kaa mah diy wihdh ah wehl kahm pihnch ahv taart nahs .
186	nehr dahz kaep cher dhah kahm plehk sah tiy ahv ah bihg fae mah liy ahnd ihts tray ahlz ahnd trih byah ley shahnz ...
187	dhah siy sayd splehn der ahnd shae low , byuw tah fahl piy pahl aar nays tuw luhk aet wayl yuw weyt faor dhah stao riy tuw geht gow ihng .
188	rehr ihz dhah ` er bahn kaa mah diy ' dhaet iy vihn ah tehmpts tehmpts tehmpts dhah ihn sayt ahnd aa nah stiy ahv dhihs dih saar mihng ihn diy .
189	raengks raengks ah mahng willams ' behst skriyn werk .
190	engagingly kaep cherz dhah mae dah nihng ahnd maeg neh tihk ehb ahnd flow ahv frehnd shihp .
191	aen ihk spih riy ahns sow engrossing iht ihz layk biy ihng beh riyd ihn ah nuw ihn vay rahn mahnt .
192	iht ehs trah dih shah nahl muw viy mey kihng aol dhah wey , baht iht ehs dahn wihdh ah laat ahv kehr fahl pih riy ahd ah tehn shahn aez wehl aez sahm veh riy wehl kahm wiht .
193	mey biy iht ehs jhahst bih kaoz dhihs paest yihr hhaez siyn dhah riy liys ahv sahm ahv dhah werst fihlm kaa mah diyz ihn deh keydz ... baht aa nah stliy , ae nah layz dhaet rih liy ihz n't aol dhaet baed .
194	ah drowl , well-acted , character-driven kaa mah diy wihdh ah nihk spehk tihd dah paa zihts ahv fiy lihng .
195	dhihs ihz sihm pliy dhah mowst fahn yuw 'll eh ver hhaev wihdh ah daa kyah mehn ter iy !
196	ah veh riy fah niy muw viy .
197	waa chihng haneke ehs fihlm ihz , aep tliy ih nahf , ah chae lahnjh ahnd ah pah nihsh mahnt .
198	baht waa chihng hhah pert , ah greyt aek trahs teh rihng ihn tuw ah laend maark rowl , ihz rih vah tihng .
199	ah kaap stao riy dhaet ahn der staendz dhah miy diy ahm ah mey zihng liy wehl .
200	britney hhaez bihn dih lih verd tuw dhah bihg skriyn seyf ahnd sawnd , dhah wey wiy layk aw er 20-year-old suw per staar gerlz tuw trae vahl aan dhah feym friy wey .
201	dhowz awt sayd show bihz nahs wihl ehn jhoy ah klows luhk aet piy pahl dhey duw n't rih liy waant tuw now .
202	dhah kaynd ahv ner vahs fihlm dhaet wihl iy dher gihv yuw ah mayld hheh deyk aor ihg zih ler eyt yuw .
203	waa chihng beanie ahnd hhihz gaeng puht tah geh dher hhihz slae sher vih diy ow frahm spehr paarts ahnd baa rowd mah tih riy ahlz ihz aez mahch fahn aez iht mahst hhaev bihn faor dhehm tuw meyk iht .
204	chihl drahn mey naat ahn der staend eh vriy thihng dhaet hhae pahnz -- ay ahm naat shuhr iy vihn miy yaa zaa kiy hhihm sehlf dahz -- baht dhey wihl aol mowst ser tahn liy biy fae sah ney tahd , ahnd ahn daw tihd liy dih lay tahd .
205	ah fae sah ney tihng ahnd fahn fihlm .
206	taed powl ihz ah sah fih stah key tihd , fah niy ahnd good-natured triyt , slayt baht ah pleh zher .
207	dhihs ihn sayt fahl , oscar-nominated daa kyah mehn ter iy , ihn wihch chihl drahn aan bowth saydz ahv dhah ever-escalating kaan flihkt hhaev dhehr sey ah wey frahm waach fahl per ehn tahl ayz , gihvz piys yeht ah nah dher chaens .
208	ay ahd may erd dhihs werk ah laat .
209	weh dher yuw 're muwvd ahnd lahv iht , aor baord aor frah strey tahd bay dhah fihlm , yuw 'll stihl fiyl sahm thihng .
210	... dhehr aar ih nahf mow mahnts ahv hhaart brey kihng aa nah stiy tuw kiyp wahn gluwd tuw dhah skriyn .
211	may guhd nahs , kwiyn latifah hhaez ah laat tuw ao fer ahnd shiy siymd tuw hhaev now praab lahm flaon tihng hher nae cher ahl gihfts .
212	shiy mahst hhaev ah veh riy straong baek .
213	ah smaart , swiyt ahnd pley fahl row maen tihk kaa mah diy .
214	ao streyl yahn actor\/director jhaan powl sahn ahnd award-winning ihng glihsh sih nih mah taa grah fer jhaylz nuttgens meyk ah ter ih fihk eh fert aet dih sgay zihng dhah aab viy ahs wihdh eh ner jhiy ahnd ih nah vey shahn .
215	wih thawt heavy-handedness , daong prah vaydz per spehk tihv wihdh hhihz ihn teh lah jhahnt graesp ahv hhyuw mahn foy bahlz ahnd kaan trah dihk shahnz .
216	saa lahd , lump-in-the-throat fae mah liy ehn ter teyn mahnt dhaet der ayvz ihts paw er bay stih kihng tuw dhah faekts .
217	aez aen ehn ter teyn mahnt , dhah muw viy kiyps yuw day ver tihd ahnd behst ahv aol , iht lay tahnz yaor wao laht wih thawt liy vihng ah stihng .
218	iht ihz ihn trah stihng ahnd fahn tuw siy guh daol ahnd hher chihm paen ziyz aan dhah bigger-than-life skriyn .
219	iht wow n't bahst yaor gaht -- ahnd iht ehs naat ihn tehn dahd tuw -- iht ehs mihr liy ah blaend liy sih nah mae tihk ser jhih kahl ihg zae mah ney shahn ahv waht meyks ah jhowk ah jhowk .
220	ah sahm waht kruwd liy kahn strahk tahd baht grih pihng , questing luhk aet ah per sahn sow raekt wihdh self-loathing , hhiy bih kahmz aen eh nah miy tuw hhihz own reys .
221	iht ihk stehndz dhah ray tihngz ahv jhiyn jheh niht ahnd jhaan rechy , dhah fihlmz ahv fassbinder , per hhaeps iy vihn dhah naak ter nahl werks ahv goy ah .
222	naark mey naat geht aen ` ah ' faor er ih jhah nae lih tiy , baht iht wehrz ihts b-movie hheh rah tahjh layk ah baejh ahv aa ner .
223	wihdh dhah fihlm ehs stray kihng ehn dihng , wahn riy ah lay zihz dhaet wiy hhaev ah laong wey tuw gow bih faor wiy fuh liy ahn der staend aol dhah sehk shuw ahl per myuw tey shahnz ihn vaalvd .
224	-lrb- drumline -rrb- ihz ehn ter tey nihng faor waht iht dahz , ahnd aed mer ah bahl faor waht iht dahz n't duw .
225	aet ihts behst er liy aan aez iht pleyz dhah kahl cher klae shihz biht wiyn dhah brah dherz .
226	aen ah nah bae shihd liy schmaltzy ahnd ther ow liy ehn jhoy ah bahl truw stao riy .
227	ah thaot fahl luhk aet ah peyn fahl ihn sah dahnt dhaet meyd hhehd laynz ihn 1995 .
228	yuw waok awt ahv dhah guhd gerl wihdh mihkst mihkst ih mow shahnz -- dih sah pruw vahl ahv jhah stiyn kahm baynd wihdh ah tihnjh ahv ahn der staen dihng faor hher aek shahnz .
229	tsay ming-liang hhaez tey kahn hhihz treyd maark stayl ahnd rah faynd iht tuw ah krih stah layn poynt .
230	pyuhr liy praa pah gaen dah , ah werk ahv ah nah baesht hhih row wer shahp , iht ihz nahn dhah lehs -- ahnd layk liy ih nahd ver tahn tliy -- ah taym liy ahnd ihn vael yah bahl ihm plih saht riy mayn der ahv dhah rowl dhaet u.s. fao rahn paa lah siy hhaez pleyd ihn dhah rayz ahv kae strow .
231	naw trihmd bay ah bawt 20 mih nahts , dhihs lae vihsh three-year-old prah dahk shahn hhaez ih nahf graen duwr ahnd skeyl tuw sae tah sfay aez grown-up ih skey pih zahm .
232	wiy geht sahm truw liy yuw niyk keh rihk ter stah diyz ahnd ah cross-section ahv ah meh rah kae nah dhaet hhaa liy wuhd kuhd n't paa sahb liy fihk shah nah layz ahnd biy bih liyvd .
233	dhow dhihs fihlm kaen biy klahm ziy , ihts aem bih shahnz aar iyk wah liy -- ahnd aed mer ahb liy -- uncommercial .
234	deh rihng , mehz mer ay zihng ahnd ihk siy dihng liy hhaard tuw fer geht .
235	muhr ehs per faor mahns ihm preh sihz aol mowst aez mahch aez hher werk wihdh hheynz ihn 1995 ehs seyf .
236	vih zahts spy-movie teh rih tao riy layk ah naa vahl yuw kah n't puht dawn , ihg zae mahnz ah fuht nowt tuw hhih ster iy sehl dahm braot tuw layt aan dhah skriyn , ahnd kiyps yuw geh sihng frahm ferst freym tuw laest .
237	aen ahb zaor bihng , slice-of-depression layf dhaet tah chahz nervz ahnd rihngz truw .
238	mih ster paar ker hhaez brihl yahn tliy ahp dey tahd hhihz saors ahnd graespt ihts eh sahns , kahm pow zihng ah saa row fahl ahnd hhih leh riy ahs town pow ahm ah bawt ey liy ah ney tahd ley ber , aor aen ahb ser dihst werk pleys siht kaam .
239	dhah rih zahlt ihz sahm thihng kwayt frehsh ahnd dih layt fahl .
240	aol baht dhah mowst persnickety priy tiynz shuhd ehn jhoy dhihs nonthreatening baht thrih lihng aed vehn cher .
241	dih spayt ihts meh niy ihn fyuh riy ey tihng flaoz -- naat dhah liyst ahv wihch ihz ey miy ehs self-absorbed per sah nae lih tiy -- ey miy ehs ow ehs aa nah stiy wihl wihn yuw ow ver .
242	dhihs ihz wahn ahv pah laen skiy ehs behst fihlmz .
243	dey ihz naat ah greyt baand muw viy , baht iht ihz ah guhd baand muw viy , wihch stihl meyks iht mahch beh ter dhaen yaor tih pah kahl baand knock-offs .
244	paa lihsht kao riy ahn political-action fihlm ihz jhahst aez guhd -- ahnd baed -- aez hhaa liy wuhd aek shahn eh pihks .
245	ihz dhihs praa grehs ?
246	eh lihng , paor treyd wihdh kway aht fastidiousness bay per krihs chahn ellefsen , ihz ah truw liy sihng gyah ler keh rihk ter , wahn hhuwz freyl tiyz aar own liy slayt liy maeg nah fayd ver zhahnz ahv dhah wahnz dhaet vehks nihr liy eh vriy wahn .
247	deh nihs ahnd co-writer mih shehl petin ehs ihm peh kah bahl skriyn pley peh nah treyts wihdh ah rao nihs dhaet dhaet ihz bowth ahn flihn chihng ahnd taen tah lay zihng .
248	lehd provocatuers testud ahnd paar mahn tiy er gihv suh per lah tihv per faor mahn sahz
249	aen ahb zaor bihng trihp ihn tuw dhah mayndz ahnd mow tah vey shahnz ahv piy pahl ahn der strehs aez wehl aez ah kiyn , ahn sehn tih mehn tahl luhk aet veh riy ey shahnz aan dhah thiym ahv mah dher hhuhd .
250	ay ahd may erd iht , paar tih kyah ler liy dhaet ah nihk spehk tihd daw ner ahv aen ehn dihng .
251	dhah pae shahnz er awzd bay dhah dih skaord biht wiyn owld ahnd nuw kahl cherz aar seht ah gehnst gehnst dhah streynjh , staark byuw tiy ahv dhah mih diyst deh zert , sow lah vihng liy ahnd perceptively fihlmd dhaet yuw kaen aol mowst teyst dhah deh sah key tahd ehr .
252	rih maar kahb liy aek seh sah bahl ahnd ah fehk tihng .
253	neh ver maynd weh dher yuw bay dhah stahf ah bawt bae rihs biy ihng ah siy ay ey hhiht maen .
254	dhah kuw kiy yeht shae dow iy vih zhahn kluw niy sah steynz thruw awt ihz deh rihng , ihn vehn tihv ahnd ihm preh sihv .
255	ah tray ahmf ahv aart der ehk shahn ow ver nae rah tihv , baht waht aart der ehk shahn !
256	beh hhahn hhihm sehlf nuw hhaw tuw spihn ah teyl ahnd wahn kah n't hhehlp baht thihngk hhiy 'd ah priy shiy eyt dhihs ah tehmpt tuw tern hhihz layf ihn tuw aart .
257	jirã­ hubac ehs skrihpt ihz ah jhehm .
258	hhihz kae rihk terz aar ehn gey jhihng , ihn tah maht ahnd dhah day ah laog ihz riy ah lih stihk ahnd greyt liy muw vihng .
259	dhah skowp ahv dhah sihl ber stiyn fae mah liy ihz laarjh ahnd wiy grow ah taecht tuw dhehr lihvz , fuhl ahv strehngkth strehngkth , waormth ahnd vay tae lah tiy . .
260	muhr ehs kaam plehks ahnd ihm paor tahnt fihlm ihz aol sow , bih liyv iht aor naat , ih mehn sliy ehn ter tey nihng , ah dey vihd ahnd gah lay ahth stao riy dhaet ehs stihl veh riy mahch pley ihng iht sehlf awt .
261	dhah ah dih shah nahl stao riy layn ihz ihn trah stihng ahnd ehn ter tey nihng , baht iht dahz n't hhaev dhah seym mae jhih kahl kwaa lah tiy aez dhah bih gih nihng ahv dhah stao riy .
262	ay layk dhah nuw fuh tihjh ahnd stihl lahv dhah owld stahf .
263	dhow maa mah teyks ah biht tuw laong tuw faynd ihts rih dhahm ahnd ah third-act plaat dih veh lahp mahnt ihz sahm waht meh lah drah mae tihk , ihts ray baald hhyuw mer ahnd tah chihng nao stael jhah aar shuhr tuw pliyz eh niy wahn ihn serch ahv ah jhuwlz ahnd jhihm faor dhah nuw mah leh niy ahm .
264	yuw mayt naat bay dhah ay diy ahz .
265	baht yuw 'll deh fah naht liy waant dhah t-shirt .
266	prah vaydz aen ihn triy gihng wihn dow ihn tuw dhah ih mae jhah ney shahn ahnd hermetic ah nae lah sahs ahv taad solondz .
267	windtalkers ihz shapelessly grae tah fay ihng , dhah kaynd ahv muw viy dhaet ihn vayts yuw tuw pihk ah paart ihts faolts iy vihn aez yuw hhaev tuw ahd miht dhaet sahm hhaw iht hhiht yuw wehr yuw layv .
268	preh zahnts aen ah stuwt ah prey zahl ahv mih dahl ah meh rah kahn myuw zih kahl taor per ahnd dhah deh spriht strah gahl tuw ih skeyp iht .
269	jhahst waht meyks ahs hhae piy , eh niy wey ?
270	ah thaot fahl , muw vihng piys dhaet fey sahz dih fah kahlt ih shuwz wihdh aa nah stiy ahnd byuw tiy .
271	wahn ahv dhah grey tahst row maen tihk kaa mah diyz ahv dhah paest deh keyd .
272	yuw wuhd n't kaol dhah guhd gerl ah deyt muw viy -lrb- aen anti-date muw viy ihz maor layk iht -rrb- , baht wehn iht ehs guhd , iht ehs guhd ahnd hhao rahd .
273	beh nah fihts frahm ah straong per faor mahns frahm zhaw , baht iht ehs daong jhiy ehs feys yuw rih mehm ber aet dhah ehnd .
274	dhihs ihz ah fihlm brih mihng wihdh dih teyl ahnd nuw aans ahnd wahn dhaet spiyks vaal yuwmz ah bawt dhah ah bih lah tiy ahv dhah hhyuw mahn spih raht tuw faynd saa lahs ihn ih vehnts dhaet kuhd iy zah liy krahsh iht fer eh ver .
275	dhah der ehk ter , stiy vahn shainberg , hhaez sahk siy dahd bay fow kah sihng ihn tehn tliy aan hhihz kae rihk terz , mey kihng dhehm kwer kiy ihn dah vih jhah wahlz rae dher dhaen fih gyerz ahv fahn .
276	iht ahl tah maht liy staendz faorth aez aen ihm paor tahnt kraa nih kahl ahv dhah ah byuw sihz ahv wahn ahv lae tahn ah meh rah kah ehs mowst ah preh sihv rah zhiymz .
277	dhah muw viy hhaez ah saaft , per kah ley tihng mae jhihk , ah dehd paen sah spehns .
278	ah well-made ahnd ao fahn lahv liy dih pihk shahn ahv dhah mih ster iyz ahv frehnd shihp .
279	yuw zihng hhihz aa diy ahns aez ah fih gyer ah tihv port-of-call , daong puhlz hhihz even-handed ay diy ah laa jhih kahl shihp tuw dhehr daak faor ahn low dihng , bih faor hhiy kahn tih nyuwz hhihz laong ger jher niy stihl ah hhehd .
280	... ahn der staendz dhaet ah jheh ner ey shahn dih faynz ihts myuw zihk aez mahch aez dhah myuw zihk dih faynz ah jheh ner ey shahn .
281	dhah traen spaor ter ihz aez layv liy ahnd aez fahn aez iht ihz unapologetically dahm
282	aez ah wiht nahs tuw seh vrahl greek-american weh dihngz -- baht , hhae pah liy , ah vihk tahm ahv nahn -- ay kaen teh stah fay tuw dhah kahm peh rah tihv ae kyer ah siy ahv mihz vardalos ' meh mer iyz ahnd ihn sayts .
283	hhaez iht eh ver bihn paa sah bahl tuw sey dhaet wihl yahmz hhaez truw liy ihn hhae bah tahd ah keh rihk ter ?
284	iht ihz naw .
285	bay prih zehn tihng aen ihm paa sah bahl row maens ihn aen ihm paa sah bahl werld , pahmp kihn dehrz ahs tuw sey way iy dher ihz ihm paa sah bahl -- wihch faor sihz ahs tuw kahn frahnt waht ehs paa sah bahl ahnd waht wiy mayt duw tuw meyk iht sow .
286	aen ihm preh sihv dey byuw faor first-time writer-director maark raa mah nihk , ah spehsh liy kahn sih der ihng hhihz baek grawnd ihz ihn myuw zihk vih diy ow .
287	aen ihn sehn diy eh riy , diyp liy thought-provoking luhk aet wahn ahv dhah mowst pah kyuwl yer -lrb- ahnd pih kyuwl yer liy veh nah mahs -rrb- bigotries ihn aw er ihn kriy sihng liy fray tah nihng thiy aa krah siy
288	aol dhah per faor mahn sahz aar taap naach ahnd , wahns yuw geht thruw dhah aek sehnts , aol aor nah thihng bih kahmz aen ih mow shah nahl , dhow stihl paa zah tihv , rehnch ahv ah siht .
289	`` ihts sahk seh sahz aar aol sow tehm perd wihdh eh lah mahnts wihch pruwv dhah der ehkt aen tih thah sahs ahv waht iht gehts rayt . ''
290	iht ehs saa lahd ahnd ah fehk tihng ahnd ihg zaek tliy aez thought-provoking aez iht shuhd biy .
291	dhihs ihz sahch ah dazzlingly self-assured der ehk tao riy ahl dey byuw dhaet iht ehs hhaard tuw now waht tuw preyz ferst .
292	paar ker hhowldz truw tuw wayld ehs own vih zhahn ahv ah pyuhr kaa mah diy wihdh aeb sah luwt liy now miy nihng , ahnd now dih zay er tuw biy eh niy thihng baht ah paa lihsht , sah fih stah key tihd ehn ter teyn mahnt dhaet ihz ihn lahv wihdh ihts own kleh ver nahs .
293	mã¼nch ehs jheh nyah wahn ihn sayt meyks dhah fihlm ehs ah key zhah nahl overindulgence faor gih vah bahl .
294	thaeng kfah liy , dhah fihlm , wihch skerts dhaet rae pahd liy dih tih riy er ey tihng layn biht wiyn faen tah siy ahnd riy ae lah tiy ... teyks ah tongue-in-cheek ae tah tuwd iy vihn aez iht puh shahz dhah kraak hhahn ter ah jhehn dah .
295	ahl tah maht liy , dhah meh sahjh ahv trah bahl eh ver iy dey siymz tuw biy dhaet aol sehk shuw ahl dih zay er dih srahpts layf ehs stasis .
296	ihf yuw 're layk miy , ah sah ker faor ah guhd owld fae shahn row maens ahnd sahm wahn hhuw sheym lah sliy lahvz tuw iyt , dhehn mow stliy maar thah ao ferz aol dhah per fehkt ingredients tuw maor dhaen sae tah sfay yaor ae pah tayt .
297	dhah fihlm hhaez jhahst ih nahf ahv eh vriy thihng -- re-enactments , aar kay vahl fuh tihjh , talking-head ihn ter vyuwz -- ahnd dhah myuw zihk ihz sihm pliy sahb laym .
298	dhehr aar ah fyuw staebz aet ahb ser dihst kaa mah diy ... baht mow stliy dhah hhyuw mer ihz ahv dhah swiyt , jhehn tahl ahnd ah key zhah nah liy kloy ihng kaynd dhaet hhaez bih kahm aen ih raa niy ahn speh shahl tiy .
299	ah wahn der fahl character-based kaa mah diy .
300	iht wuhd biy ihn trah stihng tuw hhiyr frahm dhah ah dher sayd , baht ihn taok tuw hher , dhah wih mahn aar dawn faor dhah kawnt .
301	aen endearingly aof biyt row maen tihk kaa mah diy wihdh ah greyt meet-cute gih mihk .
302	dhah yuw niyk tug-of-war wihdh vyuw er ehk spehk tey shahnz ihz ahn dih nay ah bahl , ihf naat ah pleh zher ihn ihts own rayt .
303	iht yuw sahz aen old-time faor myah lah , iht ehs naat teh rahb liy er ih jhah nahl ahnd iht ehs rae dher meh siy -- baht yuw jhahst hhaev tuw lahv dhah bihg , dahm , hhae piy muw viy may bihg faet griyk weh dihng .
304	iht ehs aol mowst ihm paa sah bahl naat tuw biy muwvd bay dhah muw viy ehs dih pihk shahn ahv sae krah fays ahnd ihts ster ihng eh pah laog ihn post-soviet rah shah .
305	hhuw nowz waht ihg zaek tliy gah daard ihz aan ah bawt ihn dhihs fihlm , baht hhihz werdz ahnd ih mah jhahz duw n't hhaev tuw aed ahp tuw mehz mer ayz yuw .
306	dhah town ihz bae lahnst lahnst , rihf lehk tihv ahnd riy zah nah bahl .
307	dhah prihn sah pahlz ihn dhihs kaest aar aol fayn , baht bih shahp ahnd stiy vahn sahn aar staen dawts .
308	iht kuhd cheynjh ah meh rah kah , naat own liy bih kaoz iht ihz fuhl ahv neh sah seh riy dih skah shahn poynts , baht bih kaoz iht ihz sow aek seh sah bahl dhaet iht meyks kaam plehks paa lah tihks ahn der staen dah bahl tuw vyuw erz luh kihng faor nah thihng baht eh ner jheh tihk ehn ter teyn mahnt .
309	waht ehs mowst stray kihng ah bawt dhihs laarjhl iy sah leh brah tao riy fihlm ... ihz dhah sehns ahv ay sah ley shahn dhaet per miy eyts dhiyz baes chahnz ahv ihn dih vih jhuw ae lih tiy ihn aen ay kiy ah werld .
310	... ihf yuw 're ihn ah maynd seht faor guw fiy kaa mah diy , dhah truw perz wihl ehn ter teyn wihdh dhehr grows awts , bao diy kaa mah diy ahnd hhehd geymz .
311	sahm waht blerd , baht kih nihr ehs per faor mahns ihz rey zer shaarp .
312	aez ah der ehk ter , mih ster raet lihf wayz liy rih jhehkts dhah tehm tey shahn tuw meyk fahn ahv hhihz sahb jhihkts .
313	faor eh niy wahn hhuw rih mehm berz dhah '60s aor ihz ihn trah stahd ihn wahn maen ehs rih spaans tuw strowk , raem daes : fihrs greys ihz werth siy kihng awt .
314	ihn triy gihng ahnd byuw tah fahl fihlm , baht dhowz ahv yuw hhuw rehd dhah buhk aar layk liy tuw biy dih sah poyn tihd .
315	dhah nuw gay dahz hhaev ah hhaart .
316	naw , ihf iht own liy hhaed ah breyn .
317	ah sae viy ehk spler ey shahn ahv peh rah noy ah ahnd ihn sih kyuh rih tiy ihn ah meh rah kah ehs kahl cher ahv fihr .
318	leh jhahn deh riy ay rihsh ray ter brehn dahn beh hhahn ehs mehm waar , borstal boy , hhaez bihn gih vahn ah lah vihng skriyn transferral .
319	dhah fihlm ehs grey tahst ae seht ihz hhaw mahch iht ehs naat jhahst ah nah dher connect-the-dots , spy-on-the-run pihk cher .
320	dhihs kleh ver key per muw viy hhaez twihsts wer dhiy ahv dey vihd mae maht ahnd ihz ih naor mahs fahn faor thihng kihng aa diy ahn sahz .
321	iht ehs wahn ahv dhah sae dahst fihlmz ay hhaev eh ver siyn dhaet stihl mae nih jhihz tuw biy ahp lihf tihng baht naat ow ver liy sehn tah mehn tahl .
322	maor tahn ihz , aez yuw zhah wahl , brihl yahnt .
323	iy vihn wihdh aol dhowz rahf eh jhahz seyf liy saen dihd dawn , dhah ah meh rah kahn ihn saam niy ah ihz stihl prih tiy daarnd guhd .
